"Airline","Departure","Destination","distance_km"
"IB","MAD","RNS","857.185"
"A3","SKG","NUE","1364.633"
"VN","MEL","SGN","6698.769"
"W5","THR","KHD","373.877"
"AZ","PMO","LIN","867.635"
"FU","YIH","BAV","1120.341"
"FR","PMO","MRS","883.127"
"US","DFW","LRD","639.093"
"P9","LIM","AQP","765.517"
"MF","XMN","WXN","1180.483"
"LA","LIM","CIX","653.707"
"WO","YXX","LAS","1554.099"
"SC","ZHA","XMN","877.66"
"IG","PMO","CDG","1470.935"
"WN","DEN","SJD","1917.781"
"WN","DEN","CUN","2689.257"
"US","DFW","ONT","1908.342"
"R3","KHV","YKS","1545.544"
"TK","AYT","IST","517.731"
"HU","HGH","JNZ","1210.22"
"AA","CDG","DFW","7944.057"
"KY","CIH","XMN","1386.382"
"A5","RNS","SXB","694.053"
"XQ","SAW","AYT","463.092"
"G4","LAS","CPR","1062.905"
"FR","EIN","MRS","890.837"
"JJ","AQP","LIM","765.517"
"IB","RNS","MAD","857.185"
"B6","DFW","BOS","2509.269"
"AZ","CDG","MRS","652.819"
"AM","CUN","MTY","1448.345"
"B9","THR","BND","1056.908"
"UA","DEN","ATW","1417.452"
"E9","CUN","MAD","7961.518"
"AZ","CDG","BOS","5534.268"
"FR","PMO","NUE","1269.21"
"MK","CDG","BSL","400.742"
"W5","THR","BND","1056.908"
"KK","IST","NBC","2322.564"
"9N","CUK","SPR","20.959"
"US","SJD","DFW","1647.935"
"MU","INC","HGH","1607.844"
"I5","CCU","GAU","498.312"
"MU","ZHA","LZO","985.325"
"IB","MAD","LIM","9526.187"
"AF","RNS","CDG","332.373"
"G4","LAS","ELP","937.923"
"HV","AYT","EIN","2571.37"
"AF","CDG","RNS","332.373"
"DL","CDG","CMN","1931.52"
"A5","SXB","MRS","596.615"
"IR","THR","KHY","639.464"
"PC","BAL","SAW","1065.716"
"US","DFW","CHS","1585.226"
"AI","DXB","HYD","2546.803"
"U2","BSL","LIS","1663.079"
"G8","CCU","HYD","1207.673"
"AF","MAD","CDG","1064.513"
"ZK","DDC","DEN","469.787"
"AB","NUE","SKG","1364.633"
"TK","STW","SAW","1139.893"
"AA","ONT","DFW","1908.342"
"AA","HRL","DFW","743.869"
"DP","KUF","LED","1395.62"
"US","DFW","LAS","1694.8"
"UX","MAD","LIM","9526.187"
"F9","DEN","CID","1111.691"
"CA","INC","CGQ","1750.453"
"SC","HGH","XMN","671.888"
"AA","DFW","PIA","1082.532"
"CZ","WXN","XMN","1180.483"
"AV","LIM","CUN","3827.571"
"3F","HYL","KTB","23.958"
"G4","LAS","LRD","1756.84"
"4O","LAS","MTY","1832.153"
"CA","ZHA","HGH","1421.145"
"LA","CIX","LIM","653.707"
"NK","DEN","DFW","1032.098"
"NY","IFJ","RKV","221.564"
"IB","MAD","LIN","1180.21"
"EK","DXB","HYD","2546.803"
"HY","LED","BHK","3250.937"
"IN","PNK","PSU","407.861"
"QF","IST","DXB","3028.336"
"UA","LAS","DEN","1009.365"
"FR","PMO","MAD","1452.79"
"MU","LZO","ZHA","985.325"
"HV","EIN","SAW","2169.397"
"4O","MTY","LAS","1832.153"
"W4","ATA","LIM","302.053"
"VJ","SGN","VDO","1141.682"
"MF","MEL","HGH","7965.556"
"AF","CDG","ABZ","963.582"
"TK","TRN","IST","1758.679"
"AA","DFW","MTJ","1160.818"
"B6","BOS","DFW","2509.269"
"QF","DXB","MEL","11645.111"
"VN","VDO","SGN","1141.682"
"CZ","NNG","HGH","1484.662"
"3U","INC","DXB","4937.482"
"S7","LED","SKG","2202.793"
"IB","CDG","MAD","1064.513"
"AF","LED","CDG","2132.869"
"KK","IST","AYT","517.731"
"B6","STI","BOS","2553.113"
"AT","LIS","CMN","617.782"
"TP","MRS","LIS","1307.367"
"F9","SJD","DEN","1917.781"
"WN","LAS","ELP","937.923"
"TK","IST","BAL","1121.559"
"TK","IST","NUE","1649.276"
"AA","PNS","DFW","969.87"
"IW","PNK","PSU","407.861"
"CA","CGQ","HGH","1599.128"
"4B","DEN","DDC","469.787"
"EK","DXB","IST","3028.336"
"ZL","ABX","MEL","259.344"
"EP","BND","DXB","240.791"
"US","SAV","DFW","1485.969"
"CZ","NNG","XMN","1036.954"
"SM","KTW","HRG","2875.044"
"U2","BSL","MAD","1186.476"
"AF","CDG","DFW","7944.057"
"QH","SGN","VDO","1141.682"
"AA","DFW","LAS","1694.8"
"DP","NBC","LED","1372.886"
"IR","BND","THR","1056.908"
"HZ","KHV","UUS","591.879"
"MF","INC","XMN","1925.223"
"EP","THR","BND","1056.908"
"PC","SAW","AYT","463.092"
"GQ","SKU","SKG","215.846"
"SE","CUN","CDG","8218.82"
"JQ","SGN","MEL","6698.769"
"9K","BOS","HYA","97.762"
"HO","NNG","TEN","597.585"
"MF","XMN","WDS","1138.53"
"L6","CDG","CMN","1931.52"
"ZH","NNG","XMN","1036.954"
"LA","LIM","CUN","3827.571"
"S4","MAD","LIS","512.884"
"XQ","AYT","NUE","2114.058"
"ZH","NNG","HGH","1484.662"
"F9","LAS","DEN","1009.365"
"FR","MRS","MAD","797.254"
"US","DEN","DFW","1032.098"
"AF","TRN","CDG","573.003"
"IR","THR","BND","1056.908"
"IE","NNB","IRA","75.198"
"QF","MEL","DPO","411.966"
"PC","SAW","NUE","1711.969"
"AM","MAD","CUN","7961.518"
"AZ","CDG","ABZ","963.582"
"DL","LAS","MTY","1832.153"
"AF","CDG","NDJ","4259.114"
"PC","SAW","EIN","2169.397"
"IN","KOE","WGP","373.215"
"U2","CDG","MAD","1064.513"
"AA","MRY","DFW","2296.655"
"US","PNS","DFW","969.87"
"SC","HGH","NNG","1484.662"
"B6","BOS","BGI","3440.735"
"FR","PMO","TRN","901.874"
"CA","NNG","XMN","1036.954"
"U2","BIA","CDG","896.458"
"F9","DEN","HRL","1649.633"
"XQ","BSL","AYT","2241.162"
"US","DFW","CID","1104.086"
"IW","KOE","LBJ","455.295"
"EK","LED","DXB","4300.608"
"T7","MRS","BIA","360.343"
"AZ","BOS","CDG","5534.268"
"MU","HDG","BAV","591.066"
"VN","CAH","SGN","243.641"
"U2","CDG","LIN","644.078"
"BM","EBJ","ABZ","687.093"
"B6","CUN","BOS","2796.18"
"B6","BOS","CHS","1317.728"
"P9","LIM","TPP","618.403"
"DX","EBJ","ABZ","687.093"
"CA","INC","LZO","1072.283"
"SU","KUF","LED","1395.62"
"AI","DXB","CCU","3365.807"
"9I","CCU","GAU","498.312"
"F9","DEN","DFW","1032.098"
"I2","MAD","RNS","857.185"
"TP","BVC","LIS","2852.368"
"ZL","WGA","ABX","110.361"
"IR","KHD","THR","373.877"
"IW","LBJ","KOE","455.295"
"AM","MTY","CUN","1448.345"
"US","LRD","DFW","639.093"
"AZ","PEG","LIN","366.873"
"US","CHS","DFW","1585.226"
"US","DFW","PNS","969.87"
"U2","CDG","CMN","1931.52"
"EK","DFW","DXB","12919.389"
"NK","DFW","CUN","1657.192"
"DL","MRS","CDG","652.819"
"VR","BVC","LIS","2852.368"
"A5","BIA","RNS","1068.763"
"UA","DEN","CHS","2328.067"
"CZ","HGH","NNG","1484.662"
"FL","ONT","DEN","1315.73"
"9N","SPR","CUK","20.959"
"AZ","TRN","CDG","573.003"
"AF","CDG","CMN","1931.52"
"OV","TLL","LED","308.385"
"7H","CKD","RDV","42.134"
"PC","DXB","SAW","2967.5"
"FR","PMO","TSF","834.183"
"F9","CUN","DEN","2689.257"
"MF","XMN","SGN","1948.755"
"G5","BFJ","XMN","1300.895"
"AA","DFW","MAD","7973.896"
"Y4","CUN","MTY","1448.345"
"FZ","DXB","HYD","2546.803"
"US","CDG","DFW","7944.057"
"QF","MEL","KGC","688.002"
"AZ","CDG","PMO","1470.935"
"UA","DEN","MTJ","315.667"
"AT","CMN","BEM","160.253"
"F9","DFW","DEN","1032.098"
"BA","CDG","DFW","7944.057"
"PC","AYT","SAW","463.092"
"US","DFW","MHK","695.106"
"AI","CCU","HYD","1207.673"
"PC","BSL","SAW","1879.548"
"UA","DEN","ONT","1315.73"
"AZ","MRS","CDG","652.819"
"SK","IST","AAL","2216.014"
"IOS","KHV","JMU","400.004"
"3U","SGN","NNG","1320.844"
"A5","SXB","RNS","694.053"
"WO","LAS","YXU","2993.104"
"FR","TPS","TRN","904.591"
"G4","LAS","ATW","2425.262"
"MU","XMN","WDS","1138.53"
"XG","NUE","HRG","3150.041"
"TP","LIS","BVC","2852.368"
"SX","OLB","BRN","688.122"
"L6","CMN","CDG","1931.52"
"G4","CPR","LAS","1062.905"
"AF","CDG","TRN","573.003"
"GS","LZO","NNG","747.928"
"MU","HGH","XMN","671.888"
"S4","LIS","PIX","1673.145"
"EK","DXB","CCU","3365.807"
"LA","DFW","LIM","5424.053"
"HV","LIS","EIN","1804.458"
"SG","CCU","GAU","498.312"
"AF","CDG","MRS","652.819"
"HO","TEN","NNG","597.585"
"F9","DEN","ELP","908.657"
"MK","BSL","CDG","400.742"
"FM","ZHA","XMN","877.66"
"TK","IST","AYT","517.731"
"AA","CHS","DFW","1585.226"
"AA","DFW","BOS","2509.269"
"PC","NUE","SAW","1711.969"
"AF","MRS","SXB","596.615"
"V7","TRN","PMO","901.874"
"TP","LIS","BOS","5124.081"
"AF","CDG","MAD","1064.513"
"GJ","HGH","BFJ","1494.115"
"AA","OAX","DFW","1767.93"
"IS","THR","BND","1056.908"
"GL","SAE","IKE","37.194"
"BA","MAD","DFW","7973.896"
"AB","SAW","NUE","1711.969"
"IG","OLB","NUE","964.001"
"U2","BSL","OLB","760.639"
"AB","SKG","NUE","1364.633"
"QF","MEL","SGN","6698.769"
"DD","CNX","NNG","1048.573"
"EB","MAD","CUN","7961.518"
"3O","CMN","TSF","2168.041"
"AI","HYD","RDP","1160.595"
"T7","MRS","BSL","495.269"
"Y4","MTY","OAX","1036.813"
"AA","ABI","DFW","253.332"
"SM","HRG","KTW","2875.044"
"UX","CMN","MAD","867.052"
"FL","DEN","ONT","1315.73"
"TP","IST","LIS","3212.262"
"IB","LIS","MAD","512.884"
"S7","KLF","LED","689.447"
"FR","GSE","MRS","1659.713"
"B6","CHS","BOS","1317.728"
"AB","AYT","NUE","2114.058"
"FV","CDG","LED","2132.869"
"TK","IST","BSL","1818.107"
"HO","BFJ","HGH","1494.115"
"WN","DEN","ONT","1315.73"
"AZ","LIN","PEG","366.873"
"SU","CDG","LED","2132.869"
"B6","BOS","DEN","2815.731"
"IN","PNK","SQG","231.293"
"V7","BIA","SXB","681.015"
"AM","MTY","LAS","1832.153"
"ET","FYT","AEH","489.046"
"IG","LIN","OLB","505.913"
"AF","CDG","LIM","10276.032"
"TK","CUN","IST","10432.241"
"CZ","XMN","YIH","935.794"
"DY","CDG","BOS","5534.268"
"TK","KUF","IST","2094.318"
"TK","IST","HRG","1633.95"
"UA","MRY","DEN","1540.77"
"AT","NDJ","CMN","3294.142"
"AZ","CDG","DXB","5238.621"
"AI","HYD","CCU","1207.673"
"SC","NNG","INC","1777.016"
"FR","TPS","EIN","1605.19"
"AZ","ABZ","CDG","963.582"
"DL","BOS","LAS","3822.671"
"LA","CUN","LIM","3827.571"
"UX","LIS","MAD","512.884"
"IB","AQP","LIM","765.517"
"HO","HGH","BFJ","1494.115"
"MF","LZO","XMN","1351.774"
"9I","HYD","SAG","507.123"
"AA","LRD","DFW","639.093"
"TK","KSY","SAW","1162.702"
"TK","ISU","IST","1573.418"
"IG","OLB","CDG","1054.728"
"AA","DEN","DFW","1032.098"
"SU","KHV","UUS","591.879"
"BA","DFW","CDG","7944.057"
"AT","CMN","SXB","2107.996"
"NY","RKV","IFJ","221.564"
"TK","KCM","IST","817.474"
"IB","MAD","SXB","1259.283"
"PC","SAW","DXB","2967.5"
"AM","MRS","CDG","652.819"
"SU","CDG","CMN","1931.52"
"AA","PIA","DFW","1082.532"
"AF","MRS","CDG","652.819"
"TK","IST","KSY","1208.05"
"U6","DXB","KUF","3171.16"
"SE","CDG","PMO","1470.935"
"FR","PEG","TPS","576.494"
"LM","ABZ","EBJ","687.093"
"BM","KSU","ABZ","857.933"
"AZ","CDG","NUE","620.942"
"NF","VLI","TGH","93.154"
"EK","CMN","DXB","6080.497"
"AT","CMN","MAD","867.052"
"AP","TRN","PMO","901.874"
"CZ","XMN","WXN","1180.483"
"7F","YEV","YVQ","445.348"
"CZ","HGH","XMN","671.888"
"NF","IPA","VLI","164.009"
"AF","CDG","LIN","644.078"
"AZ","LIN","TPS","878.936"
"FR","EIN","TSF","816.683"
"AA","DFW","LIM","5424.053"
"CA","HGH","NNG","1484.662"
"AA","DFW","HRL","743.869"
"UA","DEN","ELP","908.657"
"QF","DPO","MEL","411.966"
"AA","DFW","CUN","1657.192"
"IB","LIM","MAD","9526.187"
"AD","AUX","MAB","229.306"
"AP","LIN","CDG","644.078"
"FD","CNX","HGH","2511.851"
"A3","SKG","LED","2202.793"
"Y4","MTY","DEN","1622.42"
"WN","DEN","ELP","908.657"
"G4","LAS","CID","2118.652"
"LA","LIM","TPP","618.403"
"EK","HYD","DXB","2546.803"
"AF","CDG","DXB","5238.621"
"Y4","MTY","SJD","1015.614"
"AP","PMO","CDG","1470.935"
"AF","MRS","RNS","745.323"
"AA","LAS","DFW","1694.8"
"S5","MAB","RDC","310.543"
"ZL","MEL","ABX","259.344"
"5T","YVQ","YEV","445.348"
"AF","NDJ","CDG","4259.114"
"W4","LIM","ATA","302.053"
"PC","SAW","KSY","1162.702"
"AF","LIS","CDG","1469.964"
"8Q","IST","CDG","2213.623"
"MF","CGQ","HGH","1599.128"
"R3","YKS","LED","4841.552"
"MF","XMN","MEL","7460.216"
"ZK","MCK","DEN","349.522"
"DL","CMN","CDG","1931.52"
"9K","HYA","ACK","49.784"
"U2","CMN","CDG","1931.52"
"FR","TPS","PEG","576.494"
"KK","AYT","IST","517.731"
"X3","AYT","NUE","2114.058"
"AM","CUN","MAD","7961.518"
"R3","YKS","KHV","1545.544"
"V7","SXB","BIA","681.015"
"6E","CCU","HYD","1207.673"
"VN","SGN","VDO","1141.682"
"AA","ELP","DFW","885.373"
"F9","DEN","SJD","1917.781"
"U2","LIS","CDG","1469.964"
"4B","DEN","VCT","1414.657"
"YC","LED","NUX","2379.553"
"KK","NBC","IST","2322.564"
"NS","JNG","XMN","1207.405"
"MF","HGH","HGH","0.0"
"MU","ZHA","HGH","1421.145"
"VB","OAX","MTY","1036.813"
"CA","HGH","ZHA","1421.145"
"U2","CDG","BIA","896.458"
"FD","CEI","HGH","2358.278"
"M1","MAO","CAF","786.459"
"TP","LIS","CMN","617.782"
"FM","CGQ","JNG","1253.617"
"FR","EIN","SKG","1815.053"
"UA","DEN","DDC","469.787"
"FV","LED","CDG","2132.869"
"P9","AQP","TCQ","235.647"
"F9","DDC","DEN","469.787"
"7M","CUN","CTM","319.785"
"AA","MTY","DFW","845.444"
"US","DFW","CUN","1657.192"
"AF","IST","MRS","1941.809"
"AA","DFW","CHS","1585.226"
"6E","CCU","GAU","498.312"
"AI","CCU","GAU","498.312"
"UX","LIM","MAD","9526.187"
"US","DFW","DEN","1032.098"
"AB","NUE","SAW","1711.969"
"AT","CMN","SAW","3349.831"
"BE","CDG","ABZ","963.582"
"UA","ELP","DEN","908.657"
"TP","LIS","MRS","1307.367"
"US","MHK","DFW","695.106"
"TS","CDG","YQB","5292.109"
"AF","IST","CDG","2213.623"
"AP","CDG","PMO","1470.935"
"VY","MAD","CDG","1064.513"
"BT","TLL","CDG","1838.586"
"AA","DFW","MEI","778.414"
"AT","CMN","TRN","1851.8"
"HU","HGH","CGQ","1599.128"
"P9","TCQ","AQP","235.647"
"AF","BIA","MRS","360.343"
"E9","MAD","CUN","7961.518"
"AA","MHK","DFW","695.106"
"TK","CDG","IST","2213.623"
"G3","MAO","CUN","3962.965"
"GS","NNG","LZO","747.928"
"US","BOS","CUN","2796.18"
"A5","MRS","SXB","596.615"
"A5","BIA","SXB","681.015"
"VN","SGN","MEL","6698.769"
"FL","DEN","LAS","1009.365"
"U2","LIS","BSL","1663.079"
"NK","LAS","DEN","1009.365"
"9C","XMN","HDG","1378.356"
"AF","ABZ","CDG","963.582"
"EP","BND","THR","1056.908"
"US","DFW","ELP","885.373"
"VB","MTY","SJD","1015.614"
"TK","IST","CDG","2213.623"
"SC","XMN","JNG","1207.405"
"TK","IST","SXB","1841.009"
"KK","IST","ISU","1573.418"
"SU","CMN","CDG","1931.52"
"AI","CCU","DXB","3365.807"
"WO","LAS","YXX","1554.099"
"AY","DFW","CDG","7944.057"
"SU","LED","KUF","1395.62"
"US","CUN","BOS","2796.18"
"AF","CDG","NUE","620.942"
"GA","KOE","LOP","826.088"
"TK","IST","DXB","3028.336"
"AF","CDG","LRT","463.578"
"BM","ABZ","EBJ","687.093"
"DD","NNG","CNX","1048.573"
"BM","ABZ","KSU","857.933"
"AZ","DXB","CDG","5238.621"
"AA","AQP","LIM","765.517"
"BA","DFW","MAD","7973.896"
"JT","AMQ","MKW","732.542"
"MH","CDG","DFW","7944.057"
"WO","YXU","CUN","2503.391"
"AA","DFW","OAX","1767.93"
"AB","NUE","HRG","3150.041"
"AI","HYD","DXB","2546.803"
"HZ","KXK","UUS","577.418"
"G4","LRD","LAS","1756.84"
"AT","SXB","CMN","2107.996"
"F9","DEN","CUN","2689.257"
"PC","SAW","KCM","756.708"
"WN","DEN","LAS","1009.365"
"3U","HGH","HDG","894.777"
"9K","BOS","ACK","146.29"
"AA","BOS","CUN","2796.18"
"U2","MAD","LIS","512.884"
"AA","DFW","MRY","2296.655"
"EK","CDG","DXB","5238.621"
"FR","TSF","TPS","860.658"
"UA","DEN","CID","1111.691"
"IB","MAD","TRN","1053.277"
"BX","TAE","KKJ","314.843"
"NK","DFW","BOS","2509.269"
"MU","HGH","LZO","1462.021"
"ZK","DEN","DDC","469.787"
"M5","RCE","DHB","10.19"
"A5","MRS","RNS","745.323"
"EB","CUN","MAD","7961.518"
"AT","CMN","CDG","1931.52"
"IB","LIN","MAD","1180.21"
"F9","DEN","LAS","1009.365"
"6E","HYD","CCU","1207.673"
"TP","LIS","BSL","1663.079"
"IB","DFW","CDG","7944.057"
"AA","CUN","BOS","2796.18"
"MF","XMN","LZO","1351.774"
"EK","EBB","DXB","3731.342"
"Z3","KTB","HYL","23.958"
"Y4","SJD","MTY","1015.614"
"AT","CMN","MRS","1577.73"
"UX","MAD","CMN","867.052"
"A5","SXB","BIA","681.015"
"TK","SAW","BAL","1065.716"
"TK","IST","TRN","1758.679"
"S2","CCU","GAU","498.312"
"KL","CMN","CDG","1931.52"
"US","PIA","DFW","1082.532"
"KL","CDG","CMN","1931.52"
"FZ","DXB","SAW","2967.5"
"AF","MRS","IST","1941.809"
"VJ","SGN","CNX","1209.576"
"4O","CUN","MTY","1448.345"
"U6","KUF","DXB","3171.16"
"H2","ZAL","CCP","319.948"
"6E","CCU","SGN","2338.911"
"B6","LAS","BOS","3822.671"
"TK","BSL","IST","1818.107"
"LA","MAD","LIM","9526.187"
"AF","BSL","CDG","400.742"
"W6","KTW","EIN","964.527"
"9C","XMN","CGQ","2269.217"
"US","DFW","MTY","845.444"
"AZ","LIM","CDG","10276.032"
"US","DFW","LIM","5424.053"
"TK","LED","IST","2062.521"
"AF","NUE","CDG","620.942"
"BA","MAD","BOS","5474.383"
"MF","XMN","INC","1925.223"
"VB","OAX","CUN","1128.142"
"MF","HGH","XMN","671.888"
"TK","IST","SKG","493.01"
"AA","DFW","CID","1104.086"
"SE","CDG","BVC","4320.264"
"G5","TEN","NNG","597.585"
"TP","LIS","IST","3212.262"
"9K","HYA","BOS","97.762"
"IG","TRN","OLB","501.836"
"AT","CMN","LIS","617.782"
"MF","SGN","XMN","1948.755"
"AF","SGN","CDG","10104.879"
"AI","RDP","HYD","1160.595"
"AZ","NUE","CDG","620.942"
"IB","MAD","BSL","1186.476"
"2L","OLB","BRN","688.122"
"JL","HKD","OIR","119.717"
"AA","SJD","DFW","1647.935"
"A5","RNS","MRS","745.323"
"ZH","INC","HGH","1607.844"
"IB","DFW","MAD","7973.896"
"CA","XMN","HGH","671.888"
"DL","CHS","BOS","1317.728"
"UA","CPR","DEN","370.2"
"DL","CUN","BOS","2796.18"
"AA","DFW","MHK","695.106"
"US","LIM","DFW","5424.053"
"TK","SKG","IST","493.01"
"CZ","XMN","HGH","671.888"
"IB","BSL","MAD","1186.476"
